Employee_Name,EmpID,Full time status,GenderID,EmpStatusID,Process ScoreID,Process 1,Process 2,Process 3,Process 4,Process 5,Salary,Termd,PositionID,Position,State,Zip,DOB,Sex,MaritalDesc,CitizenDesc,HispanicLatino,DateofHire,DateofTermination,TermReason,EmploymentStatus,Department,ManagerName,ManagerID,RecruitmentSource,PerformanceComments,EngagementSurvey,EmpSatisfaction,SpecialProjectsCount,LastPerformanceReview_Date,DaysLateLast30,Absences
"Lecter, Hannibal",10251,1,1,1,2.845648455,0.837846262,0.038318375,0.497487004,0.564455041,0.907541774,64738,0,19,Production Technician I,MA,1776,09-02-1982,M ,Married,US Citizen,No,5/14/2012,,N/A-StillEmployed,Active,D&A,Elijiah Gray,16,Google Search,Fully Meets,4.1,3,0,2/22/2019,0,10
"Leruth, Giovanni",10103,0,1,1,2.648440646,0.559161093,0.925344219,0.206428621,0.331819736,0.625686977,70468,0,3,Area Sales Manager,UT,84111,12/27/88,M ,Separated,US Citizen,No,4/30/2012,,N/A-StillEmployed,Active,D&A,John Smith,17,Website,Fully Meets,4.53,3,0,1/29/2019,0,16
"Liebig, Ketsia",10017,1,0,1,2.938002709,0.857757023,0.748520144,0.004955962,0.409626078,0.917143503,77915,0,18,Production Manager,MA,2110,10/26/81,F,Married,US Citizen,No,9/30/2013,,N/A-StillEmployed,Active,D&A,Janet King,2,Website,Exceeds,4.1,3,0,1/21/2019,0,11
"Linares, Marilyn ",10186,1,0,5,2.924109094,0.707548305,0.184991777,0.92328283,0.496696517,0.611589665,52624,1,19,Production Technician I,MA,1886,03/26/81,F,Married,US Citizen,No,07-05-2011,9/26/2018,unhappy,Active,D&A,Michael Albert,22,Indeed,Fully Meets,3.18,4,0,03-02-2018,0,16
"Linden, Mathew",10137,1,1,3,2.446148231,0.229856215,0.90113386,0.275698163,0.990382906,0.049077088,63450,0,20,Production Technician II,MA,1770,03/19/79,M ,Married,US Citizen,No,07-08-2013,,N/A-StillEmployed,Active,D&A,Kelley Spirea,18,LinkedIn,Fully Meets,4,3,0,2/18/2019,0,7
"Lindsay, Leonara ",10008,0,0,1,1.810888554,0.628371365,0.34559203,0.67741162,0.018878398,0.14063514,51777,0,14,IT Support,CT,6070,10-05-1988,F,Single,US Citizen,Yes,1/21/2011,,N/A-StillEmployed,Active,D&A,Eric Dougall,6,Diversity Job Fair,Exceeds,4.64,4,5,1/25/2019,0,14
"Lundy, Susan",10096,0,0,5,2.545510647,0.901060409,0.375076549,0.496207207,0.209603958,0.563562524,67237,1,20,Production Technician II,MA,2122,12/26/76,F,Widowed,US Citizen,No,07-08-2013,9/15/2016,more money,Active,D&A,Michael Albert,22,LinkedIn,Fully Meets,4.65,4,0,06-10-2016,0,15
"Lunquist, Lisa",10035,0,0,1,1.931690085,0.957890872,0.318633349,0.167495369,0.110242731,0.377427764,73330,0,20,Production Technician II,MA,2324,03/28/82,F,Single,US Citizen,No,8/19/2013,,N/A-StillEmployed,Active,D&A,Elijiah Gray,16,Indeed,Exceeds,4.2,4,0,02-12-2019,0,19
"Lydon, Allison",10057,1,0,3,2.703057046,0.478684353,0.858937709,0.446071304,0.234810206,0.684553474,52057,0,19,Production Technician I,MA,2122,10/22/75,F,Married,US Citizen,No,2/16/2015,,N/A-StillEmployed,Active,D&A,Elijiah Gray,16,Website,Fully Meets,5,3,0,1/23/2019,0,6
"Lynch, Lindsay",10004,0,0,5,3.046518604,0.548133777,0.72261224,0.414658788,0.65605129,0.705062509,47434,1,19,Production Technician I,MA,1844,02/14/73,F,Single,US Citizen,Yes,11-07-2011,11/14/2015,Another position,Active,D&A,Webster Butler,39,Diversity Job Fair,Exceeds,5,4,0,02-02-2015,0,17
"MacLen, Samuel",10191,0,1,5,2.789023176,0.728185992,0.90334278,0.156491998,0.470434743,0.530567663,52788,1,19,Production Technician I,MA,1938,11-09-1972,M ,Widowed,US Citizen,No,9/24/2012,9/26/2017,hours,Active,D&A,Amy Dunn,11,Indeed,Fully Meets,3.08,4,0,04-01-2017,0,18
"Mahoney, Lauren  ",10219,0,0,1,2.808870091,0.646502753,0.446246762,0.954851381,0.023455296,0.737813899,45395,0,19,Production Technician I,MA,2189,07-07-1986,F,Single,US Citizen,No,01-06-2014,,N/A-StillEmployed,Active,D&A,Ketsia Liebig,19,LinkedIn,Fully Meets,4.6,4,0,2/26/2019,0,14
"Manchester, Robyn",10077,1,0,2,2.40094106,0.784331464,0.24782011,0.537861046,0.770585293,0.060343146,62385,0,20,Production Technician II,MA,2324,08/25/76,F,Married,US Citizen,No,05-11-2016,,N/A-StillEmployed,Active,D&A,Webster Butler,,LinkedIn,Fully Meets,5,3,0,1/21/2019,0,4
"Mancuso, Karen",10073,1,0,5,2.529245335,0.660126527,0.696703571,0.030945987,0.880504211,0.260965041,68407,1,20,Production Technician II,MA,2176,12-10-1986,F,Married,US Citizen,No,07-05-2011,8/19/2012,Another position,Active,D&A,Amy Dunn,11,LinkedIn,Fully Meets,5,4,0,07-02-2012,0,16
"Mangal, Debbie",10279,1,0,1,2.600128441,0.950292531,0.191653857,0.418870629,0.1058769,0.933434524,61349,0,19,Production Technician I,MA,2451,11-07-1974,F,Married,US Citizen,No,11-11-2013,,N/A-StillEmployed,Active,D&A,Brannon Miller,12,LinkedIn,Fully Meets,4.1,3,0,1/22/2019,0,11
"Martin, Sandra",10110,0,0,1,1.51835836,0.14982318,0.814132407,0.271003151,0.085342791,0.198056831,105688,0,24,Software Engineer,MA,2135,11-07-1987,F,Single,US Citizen,No,11-11-2013,,N/A-StillEmployed,Active,D&A,Alex Sweetwater,10,Google Search,Fully Meets,4.5,5,4,1/14/2019,0,14
"Maurice, Shana",10053,1,0,1,2.665950478,0.306223047,0.601940546,0.393029979,0.463571908,0.901184998,54132,0,19,Production Technician I,MA,2330,11/22/77,F,Married,US Citizen,No,5/31/2011,,N/A-StillEmployed,Active,D&A,David Stanley,14,Indeed,Fully Meets,5,4,0,01-10-2019,0,8
"Carthy, B'rigit",10076,0,0,1,2.8415235,0.581957499,0.769131883,0.659997016,0.6261401,0.204297002,55315,0,20,Production Technician II,MA,2149,05/21/87,F,Single,US Citizen,No,3/30/2015,,N/A-StillEmployed,Active,D&A,Ketsia Liebig,19,LinkedIn,Fully Meets,5,5,0,02-07-2019,0,16
"Mckenna, Sandy",10145,1,0,1,1.410960466,0.645883521,0.147220777,0.311468614,0.004879985,0.301507569,62810,0,19,Production Technician I,MA,2184,01-07-1987,F,Married,US Citizen,No,01-07-2013,,N/A-StillEmployed,Active,D&A,Kissy Sullivan,20,CareerBuilder,Fully Meets,3.93,3,0,1/30/2019,0,20
"McKinzie, Jac",10202,1,1,2,2.625330036,0.592792931,0.535388261,0.564061804,0.290545694,0.642541346,63291,0,3,Area Sales Manager,TX,78789,07-01-1984,M ,Married,US Citizen,No,07-06-2016,,N/A-StillEmployed,Active,D&A,Lynn Daneault,21,Website,Fully Meets,3.4,4,0,1/29/2019,0,7
"Meads, Elizabeth",10128,0,0,5,2.211154153,0.856241885,0.014720364,0.531872911,0.527970574,0.280348419,62659,1,19,Production Technician I,MA,1760,05/30/68,F,Single,US Citizen,No,04-02-2012,11-11-2016,Another position,Active,D&A,Kelley Spirea,18,Diversity Job Fair,Fully Meets,4.18,4,0,02-05-2016,0,17
"Medeiros, Jennifer",10068,0,0,1,2.507816844,0.545412764,0.706279518,0.602758862,0.62883067,0.024535031,55688,0,19,Production Technician I,MA,2346,09/22/76,F,Single,US Citizen,No,3/30/2015,,N/A-StillEmployed,Active,D&A,Michael Albert,22,CareerBuilder,Fully Meets,5,4,0,1/21/2019,0,10
"Miller, Brannon",10116,0,1,1,3.9083224,0.749342223,0.806886067,0.858706089,0.934089015,0.559299006,83667,0,18,Production Manager,MA,2045,08-10-1981,M ,Single,US Citizen,yes,8/16/2012,,N/A-StillEmployed,Active,D&A,Janet King,2,Indeed,Fully Meets,4.37,3,0,1/14/2019,0,2
"Miller, Ned",10298,0,1,10,2.327560945,0.590586392,0.184101734,0.594382571,0.16935695,0.789133298,55800,1,20,Production Technician II,MA,2472,06/29/85,M ,Single,US Citizen,No,8/15/2011,09-04-2014,unhappy,Active,D&A,Brannon Miller,12,LinkedIn,PIP,3,2,0,1/14/2013,6,6
"Monkfish, Erasumus",10213,1,1,1,2.176153363,0.046163524,0.606699282,0.405983638,0.135108841,0.982198078,58207,0,20,Production Technician II,MA,1450,08/17/92,M ,Married,US Citizen,No,11-07-2011,,N/A-StillEmployed,Active,D&A,David Stanley,14,LinkedIn,Fully Meets,3.7,3,0,01-08-2019,0,14
"Monroe, Peter",10288,1,1,1,2.265995348,0.968373634,0.306482629,0.133572442,0.367858468,0.489708175,157000,0,13,IT Manager - Infra,MA,2134,10-05-1986,M ,Married,Eligible NonCitizen,Yes,2/15/2012,,N/A-StillEmployed,Active,D&A,Jennifer Zamora,5,Diversity Job Fair,Needs Improvement,2.39,3,6,2/22/2019,4,13
"Monterro, Luisa",10025,0,0,1,2.354210747,0.050469028,0.04346497,0.966620734,0.821329383,0.472326633,72460,0,20,Production Technician II,MA,2126,04/24/70,F,Single,US Citizen,No,5/13/2013,,N/A-StillEmployed,Active,D&A,Kissy Sullivan,20,Indeed,Exceeds,4.7,3,0,1/14/2019,0,1
"Moran, Patrick",10223,0,1,3,2.618609243,0.921671642,0.698299731,0.016642911,0.77944021,0.202554749,72106,0,20,Production Technician II,MA,2127,12-03-1976,M ,Single,US Citizen,No,01-09-2012,,N/A-StillEmployed,Active,D&A,Kelley Spirea,18,Diversity Job Fair,Fully Meets,4.1,4,0,1/31/2019,0,12
"Morway, Tanya",10151,1,0,1,2.74898703,0.293716614,0.657687213,0.744285404,0.062106229,0.991191569,52599,0,15,Network Engineer,MA,2048,04-04-1979,F,Married,US Citizen,No,2/16/2015,,N/A-StillEmployed,Active,D&A,Peter Monroe,7,CareerBuilder,Fully Meets,3.81,3,6,02-11-2019,0,6
"Motlagh,  Dawn",10254,0,0,1,1.752870197,0.737637071,0.842220915,0.094835284,0.038361836,0.039815091,63430,0,19,Production Technician I,MA,2453,07-07-1984,F,Divorced,US Citizen,No,04-01-2013,,N/A-StillEmployed,Active,D&A,Elijiah Gray,16,LinkedIn,Fully Meets,4.4,4,0,1/17/2019,0,18
"Moumanil, Maliki ",10120,0,1,1,1.870405682,0.599779142,0.558781911,0.109388252,0.215302281,0.387154096,74417,0,20,Production Technician II,MA,1460,12-01-1974,M ,Separated,US Citizen,No,5/13/2013,,N/A-StillEmployed,Active,D&A,Michael Albert,22,LinkedIn,Fully Meets,4.29,5,0,1/28/2019,0,11
"Myers, Michael",10216,0,1,1,1.686789888,0.164776613,0.245030768,0.358055877,0.651425429,0.267501201,57575,0,19,Production Technician I,MA,1550,04/18/80,M ,Single,US Citizen,No,07-08-2013,,N/A-StillEmployed,Active,D&A,Kissy Sullivan,20,LinkedIn,Fully Meets,4.1,4,0,1/22/2019,0,13
"Navathe, Kurt",10079,0,1,1,2.540586845,0.17659215,0.331560093,0.217551215,0.967510167,0.84737322,87921,0,22,Senior BI Developer,MA,2056,04/25/70,M ,Single,US Citizen,No,02-10-2017,,N/A-StillEmployed,Active,D&A,Brian Champaigne,13,Indeed,Fully Meets,5,3,6,2/25/2019,0,17
"Ndzi, Colombui",10215,0,1,5,4.326144081,0.882546048,0.936582363,0.876132495,0.684859361,0.946023814,50470,1,19,Production Technician I,MA,2110,05-02-1989,M ,Single,US Citizen,No,9/26/2011,04-04-2014,return to school,Active,D&A,Webster Butler,39,Diversity Job Fair,Fully Meets,4.3,3,0,03-02-2013,0,19
"Ndzi, Horia",10185,1,1,5,3.212358151,0.227947804,0.994417167,0.961074969,0.470245287,0.558672925,46664,1,19,Production Technician I,MA,2421,03/28/83,M ,Married,US Citizen,No,04-01-2013,5/25/2016,more money,Active,D&A,Amy Dunn,11,Employee Referral,Fully Meets,3.18,3,0,03-06-2016,0,10
"Newman, Richard ",10063,1,1,3,2.691375826,0.834627069,0.525136233,0.00203707,0.371889503,0.957685951,48495,0,19,Production Technician I,MA,2136,04-08-1977,M ,Married,US Citizen,No,05-12-2014,,N/A-StillEmployed,Active,D&A,Ketsia Liebig,19,LinkedIn,Fully Meets,5,5,0,2/18/2019,0,11
"Ngodup, Shari ",10037,0,0,1,1.35743449,0.797818393,0.302380352,0.206611424,0.020762185,0.029862135,52984,0,19,Production Technician I,MA,1810,06-03-1967,F,Separated,US Citizen,No,04-01-2013,,N/A-StillEmployed,Active,D&A,Brannon Miller,12,Diversity Job Fair,Exceeds,4,3,0,2/13/2019,0,12
"Nguyen, Dheepa",10042,0,0,1,2.311261669,0.184827262,0.10184911,0.638357822,0.943191313,0.443036163,63695,0,3,Area Sales Manager,GA,30428,03/31/89,F,Single,US Citizen,No,07-08-2013,,N/A-StillEmployed,Active,D&A,Lynn Daneault,21,Indeed,Fully Meets,5,5,0,1/25/2019,0,2
"Nguyen, Lei-Ming",10206,0,0,1,3.165650821,0.94864918,0.49198404,0.391323562,0.47981518,0.853878859,62061,0,19,Production Technician I,MA,2132,07-07-1984,F,Single,US Citizen,No,07-08-2013,,N/A-StillEmployed,Active,D&A,David Stanley,14,LinkedIn,Fully Meets,3.6,5,0,01-02-2019,0,4
"Nowlan, Kristie",10104,0,0,1,2.901966069,0.681618686,0.201986716,0.994450087,0.629936473,0.393974108,66738,0,20,Production Technician II,MA,1040,11/23/85,F,Single,US Citizen,No,11-10-2014,,N/A-StillEmployed,Active,D&A,Elijiah Gray,16,Indeed,Fully Meets,4.53,5,0,1/16/2019,0,5
"O'hare, Lynn",10303,0,0,4,1.355006483,0.149849582,0.122371295,0.587189004,0.227536809,0.268059793,52674,1,19,Production Technician I,MA,2152,09/30/80,F,Single,US Citizen,No,3/31/2014,05-01-2018,performance,Active,D&A,Kissy Sullivan,20,LinkedIn,PIP,2.33,2,0,03-09-2018,6,3
"Oliver, Brooke ",10078,1,0,5,2.917890744,0.091161934,0.844301013,0.423355044,0.648535045,0.910537707,71966,1,20,Production Technician II,MA,2492,02-11-1952,F,Married,US Citizen,No,5/14/2012,8/19/2013,unhappy,Active,D&A,Webster Butler,39,LinkedIn,Fully Meets,5,3,0,07-02-2013,0,17
"Onque, Jasmine",10121,0,0,1,2.792248965,0.989379805,0.898006802,0.262074653,0.598969894,0.04381781,63051,0,3,Area Sales Manager,FL,33174,05-11-1990,F,Single,US Citizen,Yes,9/30/2013,,N/A-StillEmployed,Active,D&A,Lynn Daneault,21,Indeed,Fully Meets,4.28,3,0,1/25/2019,0,1
"Osturnka, Adeel",10021,1,1,1,1.472569331,0.465180171,0.020740419,0.210360499,0.193026746,0.583261495,47414,0,19,Production Technician I,MA,2478,12-11-1976,M ,Married,US Citizen,No,9/30/2013,,N/A-StillEmployed,Active,D&A,Kelley Spirea,18,LinkedIn,Exceeds,5,3,0,02-07-2019,0,13
"Owad, Clinton",10281,0,1,1,2.108771765,0.009454591,0.477601968,0.351705692,0.55336192,0.716647594,53060,0,19,Production Technician I,MA,1760,11/24/79,M ,Single,US Citizen,No,2/17/2014,,N/A-StillEmployed,Active,D&A,Michael Albert,22,LinkedIn,Needs Improvement,4.25,3,0,02-04-2019,4,6
"Ozark, Travis",10041,0,1,1,2.315211136,0.104008041,0.280516129,0.871544545,0.25022928,0.808913141,68829,0,3,Area Sales Manager,NC,27229,05/19/82,M ,Single,US Citizen,No,01-05-2015,,N/A-StillEmployed,Active,D&A,John Smith,17,Website,Fully Meets,5,5,0,1/14/2019,0,18
"Panjwani, Nina",10148,1,0,5,3.654652001,0.930148421,0.473693929,0.745538194,0.670078587,0.83519287,63515,1,19,Production Technician I,MA,2351,05-01-1979,F,Married,US Citizen,No,02-07-2011,01-12-2014,Another position,Active,D&A,Elijiah Gray,16,Google Search,Fully Meets,3.89,4,0,03-04-2013,0,7
"Patronick, Lucas",10005,0,1,5,2.263269546,0.500996868,0.286758878,0.680926052,0.272630488,0.52195726,108987,1,24,Software Engineer,MA,1844,02/20/79,M ,Single,US Citizen,No,11-07-2011,09-07-2015,Another position,Active,D&A,Alex Sweetwater,10,Diversity Job Fair,Exceeds,5,5,3,8/16/2015,0,13
"Pearson, Randall",10259,1,1,5,2.697902135,0.807566518,0.130126841,0.297864384,0.972050381,0.490294011,93093,1,9,Data Analyst,MA,2747,09-05-1984,M ,Married,US Citizen,No,12-01-2014,05-01-2016,performance,Active,D&A,Simon Roup,4,Employee Referral,Fully Meets,4.7,4,5,1/16/2016,0,19
"Smith, Martin",10286,0,1,5,2.475456305,0.519277623,0.138606072,0.811119499,0.063799653,0.942653458,53564,1,19,Production Technician I,MA,2458,03/17/88,M ,Single,US Citizen,No,01-10-2011,12/28/2017,career change,Active,D&A,Webster Butler,39,Google Search,Needs Improvement,3.54,5,0,04-06-2017,4,15
"Pelletier, Ermine",10297,1,0,5,2.231243479,0.347164041,0.581451379,0.845711336,0.088083622,0.3688331,60270,1,20,Production Technician II,MA,2472,07/18/89,F,Married,US Citizen,No,07-05-2011,9/15/2015,unhappy,Active,D&A,Amy Dunn,11,CareerBuilder,Needs Improvement,2.4,5,0,02-06-2015,5,2
"Perry, Shakira",10171,0,0,5,1.580203445,0.43246076,0.03008846,0.306662692,0.308777424,0.502214109,45998,1,19,Production Technician I,MA,2176,07/20/86,F,Single,US Citizen,No,5/16/2011,10/25/2015,medical issues,Active,D&A,Amy Dunn,11,LinkedIn,Fully Meets,3.45,4,0,5/13/2014,0,5
"Peters, Lauren",10032,1,0,5,1.438746001,0.398676892,0.564442565,0.037357663,0.16016907,0.278099809,57954,1,20,Production Technician II,MA,1886,08/17/86,F,Married,US Citizen,No,5/16/2011,02-04-2013,more money,Active,D&A,Ketsia Liebig,19,Indeed,Exceeds,4.2,5,0,01-10-2013,0,12
"Peterson, Ebonee  ",10130,1,0,5,1.167241609,0.189788909,0.230721124,0.458253212,0.141335767,0.147142597,74669,1,18,Production Manager,MA,2030,05-09-1977,F,Married,US Citizen,No,10/25/2010,5/18/2016,Another position,Voluntarily Terminated,D&A,Janet King,2,Indeed,Fully Meets,4.16,5,0,03-05-2015,0,6
"Petingill, Shana  ",10217,1,0,1,1.970283663,0.276294563,0.179627784,0.073776756,0.986587395,0.453997165,74226,0,20,Production Technician II,MA,2050,03-10-1979,F,Married,Eligible NonCitizen,No,04-02-2012,,N/A-StillEmployed,Active,D&A,Brannon Miller,12,LinkedIn,Fully Meets,4.3,3,0,1/14/2019,0,14
"Petrowsky, Thelma",10016,1,0,1,0.719700118,0.139511294,0.274834774,0.052624158,0.239647873,0.013082019,93554,0,9,Data Analyst,MA,1886,09/16/84,F,Married,US Citizen,No,11-10-2014,,N/A-StillEmployed,Active,D&A,Simon Roup,4,Employee Referral,Exceeds,4.6,5,7,01-04-2019,0,16
"Pham, Hong",10050,1,1,5,3.46948047,0.781534296,0.784740909,0.121616932,0.783163132,0.998425201,64724,1,19,Production Technician I,MA,2451,03-06-1988,M ,Married,US Citizen,No,07-05-2011,11/30/2012,more money,Voluntarily Terminated,D&A,Brannon Miller,12,Google Search,Fully Meets,5,3,0,2/20/2012,0,13
"Pitt, Brad ",10164,0,1,1,3.271052585,0.425109799,0.820748469,0.461263552,0.868568067,0.695362698,47001,0,19,Production Technician I,MA,2451,11/23/81,M ,Single,US Citizen,No,11-05-2007,,N/A-StillEmployed,Active,D&A,David Stanley,14,Google Search,Fully Meets,3.66,3,0,2/25/2019,0,15
"Potts, Xana",10124,1,0,1,3.042532688,0.130383021,0.914384198,0.698360567,0.433694538,0.865710364,61844,0,3,Area Sales Manager,KY,40220,08/29/88,F,Married,US Citizen,No,01-09-2012,,N/A-StillEmployed,Active,D&A,Lynn Daneault,21,Website,Fully Meets,4.2,5,0,02-01-2019,0,9
"Power, Morissa",10187,0,0,5,2.850294911,0.757830941,0.350970822,0.797663759,0.298455479,0.645373909,46799,1,19,Production Technician I,MA,1742,10/15/84,F,Divorced,Eligible NonCitizen,No,5/16/2011,06-04-2018,Another position,Voluntarily Terminated,D&A,Kissy Sullivan,20,Google Search,Fully Meets,3.17,4,0,04-02-2018,0,14
"Punjabhi, Louis  ",10225,0,1,1,3.007100762,0.864567014,0.121008173,0.617317678,0.836394497,0.5678134,59472,0,19,Production Technician I,MA,2109,06/19/61,M ,Single,US Citizen,No,01-06-2014,,N/A-StillEmployed,Active,D&A,Kelley Spirea,18,Employee Referral,Fully Meets,4.8,3,0,01-07-2019,0,14
"Purinton, Janine",10262,0,0,5,2.145497204,0.622210366,0.063621841,0.76313336,0.629100658,0.067430979,46430,1,19,Production Technician I,MA,2474,09/22/70,F,Divorced,US Citizen,No,9/24/2012,6/18/2013,unhappy,Voluntarily Terminated,D&A,Kissy Sullivan,20,Indeed,Fully Meets,4.5,5,0,04-02-2013,0,16
"Quinn, Sean",10131,1,1,5,2.19321726,0.085327389,0.61048153,0.14535653,0.745783109,0.606268702,83363,1,23,Software Engineer,MA,2045,11-06-1984,M ,Married,Eligible NonCitizen,No,2/21/2011,8/15/2015,career change,Voluntarily Terminated,D&A,Janet King,2,Diversity Job Fair,Fully Meets,4.15,4,0,4/19/2014,0,4
"Rachael, Maggie",10239,1,0,1,1.794020568,0.150774304,0.179158216,0.150975587,0.601287747,0.711824715,95920,0,4,BI Developer,MA,2110,05-12-1980,F,Married,US Citizen,No,10-02-2016,,N/A-StillEmployed,Active,D&A,Brian Champaigne,13,Indeed,Fully Meets,4.4,4,6,02-06-2019,0,10
"Rarrick, Quinn",10152,0,1,5,2.032856058,0.380909251,0.39686926,0.727566942,0.339251394,0.188259211,61729,1,19,Production Technician I,MA,2478,12/31/84,M ,Divorced,US Citizen,No,9/26/2011,04-07-2018,more money,Voluntarily Terminated,D&A,Michael Albert,22,Indeed,Fully Meets,3.8,5,0,02-04-2018,0,19
"Ren, Kylo",10140,1,1,1,3.011960051,0.930790038,0.189562004,0.75884408,0.541110517,0.591653412,61809,0,3,Area Sales Manager,ID,83706,10-12-1954,M ,Married,US Citizen,No,05-12-2014,,N/A-StillEmployed,Active,D&A,John Smith,17,CareerBuilder,Fully Meets,3.98,3,0,1/28/2019,0,4
"Rhoads, Thomas",10058,0,1,5,2.524082331,0.433193076,0.657549225,0.414927343,0.23440689,0.784005796,45115,1,19,Production Technician I,MA,2176,07/22/82,M ,Divorced,US Citizen,Yes,5/16/2011,1/15/2016,retiring,Voluntarily Terminated,D&A,Elijiah Gray,16,LinkedIn,Fully Meets,5,4,0,3/30/2015,0,11
"Rivera, Haley  ",10011,1,0,1,1.625131033,0.484064074,0.083897882,0.183170401,0.523137527,0.350861148,46738,0,19,Production Technician I,MA,2171,01-12-1973,F,Married,US Citizen,No,11/28/2011,,N/A-StillEmployed,Active,D&A,Webster Butler,,Google Search,Exceeds,4.36,5,0,02-11-2019,0,16
"Roberson, May",10230,0,0,5,1.421559748,0.003779515,0.259776848,0.805786435,0.033595728,0.318621222,64971,1,20,Production Technician II,MA,1902,09-05-1981,F,Divorced,Eligible NonCitizen,No,9/26/2011,10/22/2011,return to school,Voluntarily Terminated,D&A,David Stanley,14,Google Search,Fully Meets,4.5,4,0,10/22/2011,0,10
"Robertson, Peter",10224,1,1,5,2.577721822,0.865577527,0.644003544,0.665457246,0.369303096,0.03338041,55578,1,20,Production Technician II,MA,2138,07-03-1972,M ,Married,US Citizen,No,07-05-2011,02-08-2012,Another position,Voluntarily Terminated,D&A,Kissy Sullivan,20,Indeed,Fully Meets,4.2,5,0,01-06-2012,0,13
"Robinson, Alain  ",10047,1,1,5,2.830439347,0.919473105,0.213116819,0.65271102,0.244877659,0.800260744,50428,1,19,Production Technician I,MA,1420,01-07-1974,M ,Married,US Citizen,No,01-10-2011,1/26/2016,attendance,Voluntarily Terminated,D&A,Amy Dunn,11,Indeed,Fully Meets,5,3,0,01-10-2015,0,11
"Robinson, Cherly",10285,1,0,4,2.003119164,0.93789353,0.641899638,0.121605472,0.283603531,0.018116993,61422,1,19,Production Technician I,MA,1460,01-07-1985,F,Married,US Citizen,No,01-10-2011,5/17/2016,attendance,Terminated for Cause,D&A,Ketsia Liebig,19,Indeed,Needs Improvement,3.6,3,0,04-05-2016,4,16
"Robinson, Elias",10020,0,1,1,3.101453684,0.313935803,0.845820026,0.137846413,0.973410856,0.830440586,63353,0,19,Production Technician I,MA,1730,01/28/85,M ,Widowed,US Citizen,No,07-08-2013,,N/A-StillEmployed,Active,D&A,Brannon Miller,12,Employee Referral,Exceeds,3.6,5,0,02-11-2019,0,4
"Roby, Lori ",10162,1,0,1,2.290430978,0.595149765,0.863262063,0.171239326,0.555903574,0.10487625,89883,0,9,Data Analyst,MA,1886,10-11-1981,F,Married,US Citizen,No,2/16/2015,,N/A-StillEmployed,Active,D&A,Simon Roup,4,Employee Referral,Fully Meets,3.69,5,6,2/14/2019,0,15
"Roehrich, Bianca",10149,0,0,5,2.44991074,0.879994247,0.839501907,0.076247554,0.104951223,0.54921581,120000,1,29,Principal Data Architect,MA,2703,05/27/73,F,Single,US Citizen,Yes,01-05-2015,11-10-2018,Another position,Voluntarily Terminated,D&A,Simon Roup,4,LinkedIn,Fully Meets,3.88,3,7,2/13/2018,0,12
"Roper, Katie",10086,0,0,1,3.397103487,0.653188715,0.697917084,0.888485666,0.727378402,0.430133618,150290,0,7,Data Architect,MA,2056,11/21/72,F,Single,US Citizen,No,01-07-2017,,N/A-StillEmployed,Active,D&A,Brian Champaigne,13,Indeed,Fully Meets,4.94,3,5,02-06-2019,0,17
"Rose, Ashley  ",10054,0,0,1,2.988030665,0.295556338,0.088896728,0.882136859,0.772197192,0.949243548,60627,0,19,Production Technician I,MA,1886,12-05-1974,F,Separated,US Citizen,No,01-06-2014,,N/A-StillEmployed,Active,D&A,David Stanley,14,Website,Fully Meets,5,4,0,1/31/2019,0,8
"Rossetti, Bruno",10065,0,1,5,2.340054446,0.846128176,0.039843609,0.240171578,0.555794325,0.658116758,53180,1,19,Production Technician I,MA,2155,03/18/87,M ,Single,US Citizen,No,04-04-2011,8/13/2018,Another position,Voluntarily Terminated,D&A,Kissy Sullivan,20,Google Search,Fully Meets,5,5,0,07-02-2018,0,4
"Roup,Simon",10198,0,1,1,3.200842999,0.940827502,0.19226741,0.336622442,0.987182359,0.743943285,140920,0,13,IT Manager - DB,MA,2481,04-05-1973,M ,Single,US Citizen,No,1/20/2013,,N/A-StillEmployed,Active,D&A,Jennifer Zamora,5,Indeed,Fully Meets,3.6,5,7,2/18/2019,0,13
"Ruiz, Ricardo",10222,0,1,5,2.968226118,0.634631472,0.950666974,0.553270783,0.255030009,0.57462688,148999,1,13,IT Manager - DB,MA,1915,01-04-1964,M ,Divorced,US Citizen,No,01-09-2012,11-04-2015,hours,Voluntarily Terminated,D&A,Jennifer Zamora,5,Diversity Job Fair,Fully Meets,4.3,4,6,01-04-2015,0,8
"Saada, Adell",10126,1,0,1,2.582218132,0.495309526,0.326120673,0.311402698,0.85045638,0.598928856,86214,0,24,Software Engineer,MA,2132,07/24/86,F,Married,US Citizen,No,11-05-2012,,N/A-StillEmployed,Active,D&A,Alex Sweetwater,10,Indeed,Fully Meets,4.2,3,6,2/13/2019,0,2
"Saar-Beckles, Melinda",10295,0,0,2,2.509110307,0.197235933,0.835206751,0.096870433,0.647285323,0.732511867,47750,0,19,Production Technician I,MA,1801,06-06-1968,F,Single,US Citizen,No,07-04-2016,,N/A-StillEmployed,Active,D&A,Kelley Spirea,18,Diversity Job Fair,Needs Improvement,2.6,4,0,2/18/2019,5,4
"Sadki, Nore  ",10260,0,1,5,3.088544522,0.674262152,0.700972824,0.817880881,0.458132015,0.437296651,46428,1,19,Production Technician I,MA,2148,12/21/74,M ,Single,US Citizen,No,01-05-2009,7/30/2018,relocation out of area,Voluntarily Terminated,D&A,Michael Albert,22,Google Search,Fully Meets,4.6,5,0,02-05-2018,0,7
